nid_a,nid_b,jaccard,dataset_a,dataset_b,label_a,label_b,cross_dataset,label_conflict,rows_a,rows_b
35864,35867,0.8276,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35868,0.7742,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35869,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35870,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35871,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35872,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35873,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35874,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35875,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35876,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35877,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35878,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35879,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35880,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35881,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35882,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35864,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35866,0.8,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35867,0.8276,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35868,0.7742,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35869,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35870,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35871,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35872,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35873,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35874,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35875,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35876,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35877,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35878,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35879,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35880,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35881,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35882,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35865,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35867,0.7742,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35868,0.7273,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35869,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35870,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35871,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35872,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35873,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35874,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35875,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35876,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35877,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35878,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35879,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35880,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35881,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35882,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35883,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35884,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35885,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35886,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35887,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35888,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35889,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35890,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35891,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35892,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35866,35893,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35868,0.75,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35869,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35870,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35871,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35872,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35873,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35874,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35875,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35876,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35877,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35878,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35879,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35880,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35881,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35882,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35883,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35884,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35885,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35886,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35887,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35888,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35889,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35890,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35891,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35892,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35867,35893,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35869,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35870,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35871,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35872,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35873,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35874,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35875,0.561,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35876,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35877,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35878,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35879,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35880,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35881,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35882,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35883,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35884,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35885,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35886,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35887,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35888,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35889,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35890,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35891,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35892,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35868,35893,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35870,0.8276,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35871,0.8571,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35872,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35873,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35874,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35875,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35876,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35877,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35878,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35879,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35880,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35881,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35882,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35869,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35871,0.8276,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35872,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35873,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35874,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35875,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35876,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35877,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35878,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35879,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35880,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35881,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35882,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35883,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35884,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35885,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35886,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35887,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35888,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35889,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35890,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35891,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35892,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35870,35893,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35872,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35873,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35874,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35875,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35876,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35877,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35878,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35879,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35880,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35881,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35882,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35871,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35873,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35874,0.6579,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35875,0.5476,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35876,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35877,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35878,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35879,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35880,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35881,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35882,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35883,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35884,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35885,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35886,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35887,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35888,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35889,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35890,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35891,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35892,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35872,35893,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35874,0.6316,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35875,0.6,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35876,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35877,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35878,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35879,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35880,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35881,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35882,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35883,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35884,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35885,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35886,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35887,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35888,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35889,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35890,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35891,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35892,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35873,35893,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35875,0.5455,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35876,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35877,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35878,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35879,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35880,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35881,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35882,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35883,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35884,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35885,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35886,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35888,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35889,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35890,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35891,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35892,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35874,35893,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35876,0.5476,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35877,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35878,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35880,0.5476,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35881,0.561,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35882,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35883,0.6667,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35884,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35885,0.5476,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35886,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35887,0.561,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35888,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35889,0.5476,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35890,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35891,0.575,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35892,0.6053,dynahate2021,dynahate2021,0,0,False,False,1,1
35875,35893,0.5897,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35877,0.8065,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35878,0.7273,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35879,0.7059,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35880,0.6667,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35881,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35882,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35883,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35884,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35885,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35886,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35887,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35888,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35889,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35890,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35891,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35892,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35876,35893,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35878,0.8276,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35879,0.8,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35880,0.75,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35881,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35882,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35877,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35879,0.8333,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35880,0.7273,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35881,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35882,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35883,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35884,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35885,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35886,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35887,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35888,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35890,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35891,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35892,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35878,35893,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35880,0.7059,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35881,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35882,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35883,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35884,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35885,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35886,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35887,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35888,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35890,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35891,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35892,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35879,35893,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35881,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35882,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35883,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35884,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35885,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35886,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35887,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35888,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35889,0.6216,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35890,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35891,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35892,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35880,35893,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35882,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35883,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35884,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35885,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35886,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35887,0.6571,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35888,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35889,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35890,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35891,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35892,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35881,35893,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35883,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35884,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35885,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35886,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35887,0.7188,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35888,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35889,0.697,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35890,0.8214,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35891,0.7419,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35892,0.7931,dynahate2021,dynahate2021,0,0,False,False,1,1
35882,35893,0.7667,dynahate2021,dynahate2021,0,0,False,False,1,1
35883,35884,0.7059,dynahate2021,dynahate2021,0,0,False,False,1,1
35883,35885,0.6667,dynahate2021,dynahate2021,0,0,False,False,1,1
35883,35886,0.6765,dynahate2021,dynahate2021,0,0,False,False,1,1
35883,35887,0.6389,dynahate2021,dynahate2021,0,0,False,False,1,1
